timestamp,symbol,price
2024-05-29T22:05:32.400856,1000BONKUSDC,0.0373820
2024-05-29T22:05:32.400856,1000BONKUSDT,0.0374120
2024-05-29T22:05:32.400856,1000FLOKIUSDT,0.2719100
2024-05-29T22:05:32.400856,1000LUNCUSDT,0.1157000
2024-05-29T22:05:32.400856,1000PEPEUSDC,0.0147398
2024-05-29T22:05:32.400856,1000PEPEUSDT,0.0147611
2024-05-29T22:05:32.400856,1000RATSUSDT,0.1436400
2024-05-29T22:05:32.400856,1000SATSUSDT,0.0003113
2024-05-29T22:05:32.400856,1000SHIBUSDC,0.0278450
2024-05-29T22:05:32.400856,1000SHIBUSDT,0.027884
2024-05-29T22:05:32.400856,1000XECUSDT,0.04781
2024-05-29T22:05:32.400856,1INCHUSDT,0.4958
2024-05-29T22:05:32.400856,AAVEUSDT,103.110
2024-05-29T22:05:32.400856,ACEUSDT,5.441600
2024-05-29T22:05:32.400856,ACHUSDT,0.0313800
2024-05-29T22:05:32.400856,ADAUSDT,0.45450
2024-05-29T22:05:32.400856,AEVOUSDT,0.9006000
2024-05-29T22:05:32.400856,AGIXUSDT,0.9287000
2024-05-29T22:05:32.400856,AGLDUSDT,1.3184000
2024-05-29T22:05:32.400856,AIUSDT,1.129810
2024-05-29T22:05:32.400856,ALGOUSDT,0.1922
2024-05-29T22:05:32.400856,ALICEUSDT,1.314
2024-05-29T22:05:32.400856,ALPHAUSDT,0.12497
2024-05-29T22:05:32.400856,ALTUSDT,0.3401900
2024-05-29T22:05:32.400856,AMBUSDT,0.0099560
2024-05-29T22:05:32.400856,ANKRUSDT,0.044240
2024-05-29T22:05:32.400856,APEUSDT,1.3256
2024-05-29T22:05:32.400856,API3USDT,3.1372
2024-05-29T22:05:32.400856,APTUSDT,9.15800
2024-05-29T22:05:32.400856,ARBUSDC,1.161400
2024-05-29T22:05:32.400856,ARBUSDT,1.162200
2024-05-29T22:05:32.400856,ARKMUSDT,2.4825000
2024-05-29T22:05:32.400856,ARKUSDT,0.8427000
2024-05-29T22:05:32.400856,ARPAUSDT,0.07614
2024-05-29T22:05:32.400856,ARUSDT,39.500
2024-05-29T22:05:32.400856,ASTRUSDT,0.0891000
2024-05-29T22:05:32.400856,ATAUSDT,0.1746
2024-05-29T22:05:32.400856,ATOMUSDT,8.745
2024-05-29T22:05:32.400856,AUCTIONUSDT,24.621000
2024-05-29T22:05:32.400856,AVAXUSDC,36.647000
2024-05-29T22:05:32.400856,AVAXUSDT,36.6680
2024-05-29T22:05:32.400856,AXLUSDT,1.0112000
2024-05-29T22:05:32.400856,AXSUSDT,7.91600
2024-05-29T22:05:32.400856,BADGERUSDT,4.877000
2024-05-29T22:05:32.400856,BAKEUSDT,0.3082
2024-05-29T22:05:32.400856,BALUSDT,4.012
2024-05-29T22:05:32.400856,BANDUSDT,1.7825
2024-05-29T22:05:32.400856,BATUSDT,0.2454
2024-05-29T22:05:32.400856,BBUSDT,0.6134000
2024-05-29T22:05:32.400856,BCHUSDC,468.43
2024-05-29T22:05:32.400856,BCHUSDT,468.92
2024-05-29T22:05:32.400856,BEAMXUSDT,0.0275880
2024-05-29T22:05:32.400856,BELUSDT,0.93840
2024-05-29T22:05:32.400856,BICOUSDT,0.5559000
2024-05-29T22:05:32.400856,BIGTIMEUSDT,0.1993000
2024-05-29T22:05:32.400856,BLURUSDT,0.4228000
2024-05-29T22:05:32.400856,BLZUSDT,0.26525
2024-05-29T22:05:32.400856,BNBUSDC,595.150
2024-05-29T22:05:32.400856,BNBUSDT,595.600
2024-05-29T22:05:32.400856,BNTUSDT,0.8127000
2024-05-29T22:05:32.400856,BNXUSDT,1.007200
2024-05-29T22:05:32.400856,BOMEUSDC,0.0139870
2024-05-29T22:05:32.400856,BOMEUSDT,0.0139930
2024-05-29T22:05:32.400856,BONDUSDT,3.397000
2024-05-29T22:05:32.400856,BSVUSDT,62.72000
2024-05-29T22:05:32.400856,BTCDOMUSDT,2301.6
2024-05-29T22:05:32.400856,BTCUSDC,67435.9
2024-05-29T22:05:32.400856,BTCUSDT,67505.90
2024-05-29T22:05:32.400856,BTCUSDT_240628,68109.5
2024-05-29T22:05:32.400856,BTCUSDT_240927,70670.5
2024-05-29T22:05:32.400856,C98USDT,0.2644
2024-05-29T22:05:32.400856,CAKEUSDT,2.9069000
2024-05-29T22:05:32.400856,CELOUSDT,0.858
2024-05-29T22:05:32.400856,CELRUSDT,0.02638
2024-05-29T22:05:32.400856,CFXUSDT,0.2227500
2024-05-29T22:05:32.400856,CHRUSDT,0.3349
2024-05-29T22:05:32.400856,CHZUSDT,0.15921
2024-05-29T22:05:32.400856,CKBUSDT,0.0161040
2024-05-29T22:05:32.400856,COMBOUSDT,0.741000
2024-05-29T22:05:32.400856,COMPUSDT,62.04
2024-05-29T22:05:32.400856,COTIUSDT,0.13148
2024-05-29T22:05:32.400856,CRVUSDT,0.492
2024-05-29T22:05:32.400856,CTSIUSDT,0.2373
2024-05-29T22:05:32.400856,CYBERUSDT,8.911000
