timestamp,symbol,openInterest
2024-05-29T22:05:32.400856,ETHUSDT_240628,20748.379
2024-05-29T22:05:32.400856,ETHUSDT_240927,8308.100
2024-05-29T22:05:32.400856,ETHWUSDT,1390636
2024-05-29T22:05:32.400856,FETUSDT,22032712
2024-05-29T22:05:32.400856,FILUSDC,114831.6
2024-05-29T22:05:32.400856,FILUSDT,13483137.9
2024-05-29T22:05:32.400856,FLMUSDT,46909299
2024-05-29T22:05:32.400856,FLOWUSDT,8552209.4
2024-05-29T22:05:32.400856,FRONTUSDT,8251569
2024-05-29T22:05:32.400856,FTMUSDT,84995827
2024-05-29T22:05:32.400856,FXSUSDT,2387266.4
2024-05-29T22:05:32.400856,GALAUSDT,1014809123
2024-05-29T22:05:32.400856,GALUSDT,2629099
2024-05-29T22:05:32.400856,GASUSDT,1262071.9
2024-05-29T22:05:32.400856,GLMUSDT,13844058
2024-05-29T22:05:32.400856,GMTUSDT,92120710
2024-05-29T22:05:32.400856,GMXUSDT,312815.79
2024-05-29T22:05:32.400856,GRTUSDT,54514213
2024-05-29T22:05:32.400856,GTCUSDT,3285974.4
2024-05-29T22:05:32.400856,HBARUSDT,155859074
2024-05-29T22:05:32.400856,HFTUSDT,11949466
2024-05-29T22:05:32.400856,HIFIUSDT,7457062
2024-05-29T22:05:32.400856,HIGHUSDT,6573534.7
2024-05-29T22:05:32.400856,HOOKUSDT,5930888.6
2024-05-29T22:05:32.400856,HOTUSDT,2201344534
2024-05-29T22:05:32.400856,ICPUSDT,1724037
2024-05-29T22:05:32.400856,ICXUSDT,19218951
2024-05-29T22:05:32.400856,IDUSDT,9649642
2024-05-29T22:05:32.400856,ILVUSDT,50106.2
2024-05-29T22:05:32.400856,IMXUSDT,4903006
2024-05-29T22:05:32.400856,INJUSDT,1610837.1
2024-05-29T22:05:32.400856,IOSTUSDT,433023064
2024-05-29T22:05:32.400856,IOTAUSDT,35853881.1
2024-05-29T22:05:32.400856,IOTXUSDT,108274090
2024-05-29T22:05:32.400856,JASMYUSDT,884686410
2024-05-29T22:05:32.400856,JOEUSDT,8457213
2024-05-29T22:05:32.400856,JTOUSDT,9322189
2024-05-29T22:05:32.400856,JUPUSDT,21636278
2024-05-29T22:05:32.400856,KASUSDT,66190174
2024-05-29T22:05:32.400856,KAVAUSDT,8802675.8
2024-05-29T22:05:32.400856,KEYUSDT,1141213938
2024-05-29T22:05:32.400856,KLAYUSDT,27136625.3
2024-05-29T22:05:32.400856,KNCUSDT,9312814
2024-05-29T22:05:32.400856,KSMUSDT,178421.6
2024-05-29T22:05:32.400856,LDOUSDT,23450933
2024-05-29T22:05:32.400856,LEVERUSDT,3074620669
2024-05-29T22:05:32.400856,LINAUSDT,1013022565
2024-05-29T22:05:32.400856,LINKUSDC,69368.47
2024-05-29T22:05:32.400856,LINKUSDT,4600283.82
2024-05-29T22:05:32.400856,LITUSDT,3585096.8
2024-05-29T22:05:32.400856,LOOMUSDT,75225412
2024-05-29T22:05:32.400856,LPTUSDT,560304.6
2024-05-29T22:05:32.400856,LQTYUSDT,4785070.9
2024-05-29T22:05:32.400856,LRCUSDT,24342354
2024-05-29T22:05:32.400856,LSKUSDT,2982876
2024-05-29T22:05:32.400856,LTCUSDC,9398.970
2024-05-29T22:05:32.400856,LTCUSDT,1022880.121
2024-05-29T22:05:32.400856,LUNA2USDT,12616267
2024-05-29T22:05:32.400856,MAGICUSDT,7571416.7
2024-05-29T22:05:32.400856,MANAUSDT,23001410
2024-05-29T22:05:32.400856,MANTAUSDT,12198660.1
2024-05-29T22:05:32.400856,MASKUSDT,3496818
2024-05-29T22:05:32.400856,MATICUSDC,1994997
2024-05-29T22:05:32.400856,MATICUSDT,100123182
2024-05-29T22:05:32.400856,MAVIAUSDT,2101750.3
2024-05-29T22:05:32.400856,MAVUSDT,10083732
2024-05-29T22:05:32.400856,MEMEUSDT,591811163
2024-05-29T22:05:32.400856,METISUSDT,65730.56
2024-05-29T22:05:32.400856,MINAUSDT,14606986
2024-05-29T22:05:32.400856,MKRUSDT,17634.043
2024-05-29T22:05:32.400856,MOVRUSDT,220582.51
2024-05-29T22:05:32.400856,MTLUSDT,3703858
2024-05-29T22:05:32.400856,MYROUSDT,57592007
2024-05-29T22:05:32.400856,NEARUSDC,191973
2024-05-29T22:05:32.400856,NEARUSDT,13723477
2024-05-29T22:05:32.400856,NEOUSDC,26229.12
2024-05-29T22:05:32.400856,NEOUSDT,947563.60
2024-05-29T22:05:32.400856,NFPUSDT,22713986.9
2024-05-29T22:05:32.400856,NKNUSDT,32362865
2024-05-29T22:05:32.400856,NMRUSDT,91873.8
2024-05-29T22:05:32.400856,NOTUSDT,5805463486
2024-05-29T22:05:32.400856,NTRNUSDT,6970205
2024-05-29T22:05:32.400856,OCEANUSDT,11812392
2024-05-29T22:05:32.400856,OGNUSDT,36525635
2024-05-29T22:05:32.400856,OMGUSDT,7125944.2
2024-05-29T22:05:32.400856,OMNIUSDT,577878.35
2024-05-29T22:05:32.400856,OMUSDT,11438372.4
2024-05-29T22:05:32.400856,ONDOUSDT,81200011.0
2024-05-29T22:05:32.400856,ONEUSDT,266423547
2024-05-29T22:05:32.400856,ONGUSDT,11968540
2024-05-29T22:05:32.400856,ONTUSDT,30864948.8
2024-05-29T22:05:32.400856,OPUSDT,29333812.7
2024-05-29T22:05:32.400856,ORBSUSDT,98146013
2024-05-29T22:05:32.400856,ORDIUSDC,47382.8
2024-05-29T22:05:32.400856,ORDIUSDT,1838428.3
2024-05-29T22:05:32.400856,OXTUSDT,18900997
2024-05-29T22:05:32.400856,PENDLEUSDT,8159356
2024-05-29T22:05:32.400856,PEOPLEUSDT,689461650
2024-05-29T22:05:32.400856,PERPUSDT,3071083.4
2024-05-29T22:05:32.400856,PHBUSDT,2838352
2024-05-29T22:05:32.400856,PIXELUSDT,43499987
2024-05-29T22:05:32.400856,POLYXUSDT,24886147
2024-05-29T22:05:32.400856,PORTALUSDT,15559775.5
2024-05-29T22:05:32.400856,POWRUSDT,17642753
2024-05-29T22:05:32.400856,PYTHUSDT,73211466
2024-05-29T22:05:32.400856,QNTUSDT,46588.9
2024-05-29T22:05:32.400856,QTUMUSDT,1653236.4
2024-05-29T22:05:32.400856,RDNTUSDT,48410636
2024-05-29T22:05:32.400856,REEFUSDT,1842295934
2024-05-29T22:05:32.400856,RENUSDT,56115931
2024-05-29T22:05:32.400856,REZUSDT,136774253
2024-05-29T22:05:32.400856,RIFUSDT,22842545
2024-05-29T22:05:32.400856,RLCUSDT,1355663.7
2024-05-29T22:05:32.400856,RNDRUSDT,6876262.9
2024-05-29T22:05:32.400856,RONINUSDT,2179224.6
2024-05-29T22:05:32.400856,ROSEUSDT,96650114
2024-05-29T22:05:32.400856,RSRUSDT,1309775376
2024-05-29T22:05:32.400856,RUNEUSDT,4790171
2024-05-29T22:05:32.400856,RVNUSDT,232201656
2024-05-29T22:05:32.400856,SAGAUSDT,8497498.5
2024-05-29T22:05:32.400856,SANDUSDT,59770456
2024-05-29T22:05:32.400856,SEIUSDT,55582013
2024-05-29T22:05:32.400856,SFPUSDT,12322146
2024-05-29T22:05:32.400856,SKLUSDT,50551538
2024-05-29T22:05:32.400856,SNXUSDT,3618218.6
2024-05-29T22:05:32.400856,SOLUSDC,107477.88
2024-05-29T22:05:32.400856,SOLUSDT,4740891
2024-05-29T22:05:32.400856,SPELLUSDT,4850241378
2024-05-29T22:05:32.400856,SSVUSDT,244634.75
2024-05-29T22:05:32.400856,STEEMUSDT,19304822
2024-05-29T22:05:32.400856,STGUSDT,15377510
2024-05-29T22:05:32.400856,STMXUSDT,427510045
2024-05-29T22:05:32.400856,STORJUSDT,11129435
2024-05-29T22:05:32.400856,STRKUSDT,20717532.1
2024-05-29T22:05:32.400856,STXUSDT,16041687
2024-05-29T22:05:32.400856,SUIUSDC,1525444.1
2024-05-29T22:05:32.400856,SUIUSDT,47291206.8
2024-05-29T22:05:32.400856,SUPERUSDT,3923010
2024-05-29T22:05:32.400856,SUSHIUSDT,8846698
2024-05-29T22:05:32.400856,SXPUSDT,17287818.8
2024-05-29T22:05:32.400856,TAOUSDT,40520.409
2024-05-29T22:05:32.400856,THETAUSDT,7460848.8
2024-05-29T22:05:32.400856,TIAUSDC,97513
2024-05-29T22:05:32.400856,TIAUSDT,5902350
2024-05-29T22:05:32.400856,TLMUSDT,183954021
2024-05-29T22:05:32.400856,TNSRUSDT,17075460.6
2024-05-29T22:05:32.400856,TOKENUSDT,79485452
2024-05-29T22:05:32.400856,TONUSDT,9689036.7
2024-05-29T22:05:32.400856,TRBUSDT,351369.7
2024-05-29T22:05:32.400856,TRUUSDT,83371452
2024-05-29T22:05:32.400856,TRXUSDT,221430576
2024-05-29T22:05:32.400856,TUSDT,97883671
2024-05-29T22:05:32.400856,TWTUSDT,4165743
2024-05-29T22:05:32.400856,UMAUSDT,2757657
2024-05-29T22:05:32.400856,UNFIUSDT,2233486.5
2024-05-29T22:05:32.400856,UNIUSDT,5065441
2024-05-29T22:05:32.400856,USDCUSDT,3327245
2024-05-29T22:05:32.400856,USTCUSDT,188049799
2024-05-29T22:05:32.400856,VANRYUSDT,36904241
2024-05-29T22:05:32.400856,VETUSDT,482861473
2024-05-29T22:05:32.400856,WAVESUSDT,5126246.7
2024-05-29T22:05:32.400856,WAXPUSDT,49111352
2024-05-29T22:05:32.400856,WIFUSDC,1122131.9
2024-05-29T22:05:32.400856,WIFUSDT,70672225.2
2024-05-29T22:05:32.400856,WLDUSDC,574511.8
2024-05-29T22:05:32.400856,WLDUSDT,21758707
2024-05-29T22:05:32.400856,WOOUSDT,16835927
2024-05-29T22:05:32.400856,WUSDT,51976342.0
2024-05-29T22:05:32.400856,XAIUSDT,19468304
2024-05-29T22:05:32.400856,XEMUSDT,108863740
2024-05-29T22:05:32.400856,XLMUSDT,129631836
2024-05-29T22:05:32.400856,XMRUSDT,38670.038
2024-05-29T22:05:32.400856,XRPUSDC,10714772.9
2024-05-29T22:05:32.400856,XRPUSDT,295375709.9
2024-05-29T22:05:32.400856,XTZUSDT,7888225.4
2024-05-29T22:05:32.400856,XVGUSDT,936675177
2024-05-29T22:05:32.400856,XVSUSDT,255756.0
2024-05-29T22:05:32.400856,YFIUSDT,823.543
2024-05-29T22:05:32.400856,YGGUSDT,15404238
2024-05-29T22:05:32.400856,ZECUSDT,300538.646
2024-05-29T22:05:32.400856,ZENUSDT,620786.3
2024-05-29T22:05:32.400856,ZETAUSDT,4204741
2024-05-29T22:05:32.400856,ZILUSDT,278990613
2024-05-29T22:05:32.400856,ZRXUSDT,16328588.5
2024-05-29T22:05:34.353419,1000BONKUSDC,179395103
2024-05-29T22:05:34.353419,1000BONKUSDT,2200748935
2024-05-29T22:05:34.353419,1000FLOKIUSDT,266200695
2024-05-29T22:05:34.353419,1000LUNCUSDT,167508387
2024-05-29T22:05:34.353419,1000PEPEUSDC,1228885658
2024-05-29T22:05:34.353419,1000PEPEUSDT,24599549282
2024-05-29T22:05:34.353419,1000RATSUSDT,116093487
2024-05-29T22:05:34.353419,1000SATSUSDT,78411516740
2024-05-29T22:05:34.353419,1000SHIBUSDC,104321623
2024-05-29T22:05:34.353419,1000SHIBUSDT,4805195768
2024-05-29T22:05:34.353419,1000XECUSDT,63784503
2024-05-29T22:05:34.353419,1INCHUSDT,29135581
2024-05-29T22:05:34.353419,AAVEUSDT,161903.4
2024-05-29T22:05:34.353419,ACEUSDT,1685986.26
2024-05-29T22:05:34.353419,ACHUSDT,166603012
2024-05-29T22:05:34.353419,ADAUSDT,165252180
2024-05-29T22:05:34.353419,AEVOUSDT,39068301.1
2024-05-29T22:05:34.353419,AGIXUSDT,28214998
2024-05-29T22:05:34.353419,AGLDUSDT,2108397
2024-05-29T22:05:34.353419,AIUSDT,9591013
2024-05-29T22:05:34.353419,ALGOUSDT,65219756.3
2024-05-29T22:05:34.353419,ALICEUSDT,3919784.9
2024-05-29T22:05:34.353419,ALPHAUSDT,33598957
2024-05-29T22:05:34.353419,ALTUSDT,57583370
2024-05-29T22:05:34.353419,AMBUSDT,503949006
2024-05-29T22:05:34.353419,ANKRUSDT,181990742
2024-05-29T22:05:34.353419,APEUSDT,14675809
2024-05-29T22:05:34.353419,API3USDT,2710696.0
2024-05-29T22:05:34.353419,APTUSDT,5804016.1
2024-05-29T22:05:34.353419,ARBUSDC,1307610.7
2024-05-29T22:05:34.353419,ARBUSDT,79935615.0
2024-05-29T22:05:34.353419,ARKMUSDT,10467655
2024-05-29T22:05:34.353419,ARKUSDT,6681958
2024-05-29T22:05:34.353419,ARPAUSDT,76790416
2024-05-29T22:05:34.353419,ARUSDT,1096785.0
2024-05-29T22:05:34.353419,ASTRUSDT,62759621
2024-05-29T22:05:34.353419,ATAUSDT,37925131
2024-05-29T22:05:34.353419,ATOMUSDT,4826782.36
2024-05-29T22:05:34.353419,AUCTIONUSDT,945727.88
2024-05-29T22:05:34.353419,AVAXUSDC,52065.93
2024-05-29T22:05:34.353419,AVAXUSDT,2396016
2024-05-29T22:05:34.353419,AXLUSDT,7983061.2
2024-05-29T22:05:34.353419,AXSUSDT,2439681
2024-05-29T22:05:34.353419,BADGERUSDT,1131623
2024-05-29T22:05:34.353419,BAKEUSDT,25053451
2024-05-29T22:05:34.353419,BALUSDT,1149285.2
2024-05-29T22:05:34.353419,BANDUSDT,2238792.3
2024-05-29T22:05:34.353419,BATUSDT,18083857.5
2024-05-29T22:05:34.353419,BBUSDT,60361232
2024-05-29T22:05:34.353419,BCHUSDC,7437.075
2024-05-29T22:05:34.353419,BCHUSDT,311148.975
2024-05-29T22:05:34.353419,BEAMXUSDT,375777399
2024-05-29T22:05:34.353419,BELUSDT,8444657
2024-05-29T22:05:34.353419,BICOUSDT,9040936
2024-05-29T22:05:34.353419,BIGTIMEUSDT,92676845
2024-05-29T22:05:34.353419,BLURUSDT,67712979
2024-05-29T22:05:34.353419,BLZUSDT,46317771
2024-05-29T22:05:34.353419,BNBUSDC,13775.85
2024-05-29T22:05:34.353419,BNBUSDT,416399.05
2024-05-29T22:05:34.353419,BNTUSDT,2874147
2024-05-29T22:05:34.353419,BNXUSDT,41290615.6
2024-05-29T22:05:34.353419,BOMEUSDC,142573126
2024-05-29T22:05:34.353419,BOMEUSDT,5553200254
2024-05-29T22:05:34.353419,BONDUSDT,1418454.9
2024-05-29T22:05:34.353419,BSVUSDT,97837.4
2024-05-29T22:05:34.353419,BTCDOMUSDT,2262.053
2024-05-29T22:05:34.353419,BTCUSDC,3445.622
2024-05-29T22:05:34.353419,BTCUSDT,76398.822
2024-05-29T22:05:34.353419,BTCUSDT_240628,2545.264
2024-05-29T22:05:34.353419,BTCUSDT_240927,859.889
2024-05-29T22:05:34.353419,C98USDT,24687506
2024-05-29T22:05:34.353419,CAKEUSDT,3227729
2024-05-29T22:05:34.353419,CELOUSDT,8729031.9
2024-05-29T22:05:34.353419,CELRUSDT,269545772
2024-05-29T22:05:34.353419,CFXUSDT,95032338
2024-05-29T22:05:34.353419,CHRUSDT,21324226
2024-05-29T22:05:34.353419,CHZUSDT,231640535
2024-05-29T22:05:34.353419,CKBUSDT,771854628
2024-05-29T22:05:34.353419,COMBOUSDT,4973726.7
2024-05-29T22:05:34.353419,COMPUSDT,176830.015
2024-05-29T22:05:34.353419,COTIUSDT,54597135
2024-05-29T22:05:34.353419,CRVUSDT,36181518.3
2024-05-29T22:05:34.353419,CTSIUSDT,22708992
2024-05-29T22:05:34.353419,CYBERUSDT,1186309.0
2024-05-29T22:05:34.353419,DARUSDT,20574185.0
2024-05-29T22:05:34.353419,DASHUSDT,184096.229
2024-05-29T22:05:34.353419,DEFIUSDT,965.680
2024-05-29T22:05:34.353419,DENTUSDT,3597043871
2024-05-29T22:05:34.353419,DODOXUSDT,16471365
2024-05-29T22:05:34.353419,DOGEUSDC,36852356
2024-05-29T22:05:34.353419,DOGEUSDT,1816337186
2024-05-29T22:05:34.353419,DOTUSDT,8733992.3
2024-05-29T22:05:34.353419,DUSKUSDT,20325247
2024-05-29T22:05:34.353419,DYDXUSDT,18458715.7
2024-05-29T22:05:34.353419,DYMUSDT,4111733.0
2024-05-29T22:05:34.353419,EDUUSDT,13821761
2024-05-29T22:05:34.353419,EGLDUSDT,234033.5
2024-05-29T22:05:34.353419,ENAUSDC,2653618
2024-05-29T22:05:34.353419,ENAUSDT,113669470
2024-05-29T22:05:34.353419,ENJUSDT,29699158
2024-05-29T22:05:34.353419,ENSUSDT,1349968.4
2024-05-29T22:05:34.353419,EOSUSDT,29520549.7
2024-05-29T22:05:34.353419,ETCUSDT,2564841.44
2024-05-29T22:05:34.353419,ETHBTC,147168.44
2024-05-29T22:05:34.353419,ETHFIUSDC,309757.3
2024-05-29T22:05:34.353419,ETHFIUSDT,12590037.2
2024-05-29T22:05:34.353419,ETHUSDC,34817.846
2024-05-29T22:05:34.353419,ETHUSDT,1138780.356
2024-05-29T22:05:34.353419,ETHUSDT_240628,20748.379
2024-05-29T22:05:34.353419,ETHUSDT_240927,8307.852
2024-05-29T22:05:34.353419,ETHWUSDT,1390636
2024-05-29T22:05:34.353419,FETUSDT,22032659
2024-05-29T22:05:34.353419,FILUSDC,114831.6
2024-05-29T22:05:34.353419,FILUSDT,13483146.1
2024-05-29T22:05:34.353419,FLMUSDT,46909299
2024-05-29T22:05:34.353419,FLOWUSDT,8552209.4
2024-05-29T22:05:34.353419,FRONTUSDT,8251569
2024-05-29T22:05:34.353419,FTMUSDT,84995624
2024-05-29T22:05:34.353419,FXSUSDT,2387266.4
2024-05-29T22:05:34.353419,GALAUSDT,1014863007
2024-05-29T22:05:34.353419,GALUSDT,2629099
2024-05-29T22:05:34.353419,GASUSDT,1262057.1
2024-05-29T22:05:34.353419,GLMUSDT,13844058
2024-05-29T22:05:34.353419,GMTUSDT,92128207
2024-05-29T22:05:34.353419,GMXUSDT,312815.79
2024-05-29T22:05:34.353419,GRTUSDT,54508062
2024-05-29T22:05:34.353419,GTCUSDT,3286174.4
2024-05-29T22:05:34.353419,HBARUSDT,155855605
2024-05-29T22:05:34.353419,HFTUSDT,11949466
2024-05-29T22:05:34.353419,HIFIUSDT,7457062
2024-05-29T22:05:34.353419,HIGHUSDT,6573623.3
2024-05-29T22:05:34.353419,HOOKUSDT,5930932.2
2024-05-29T22:05:34.353419,HOTUSDT,2201344534
2024-05-29T22:05:34.353419,ICPUSDT,1724036
2024-05-29T22:05:34.353419,ICXUSDT,19218951
2024-05-29T22:05:34.353419,IDUSDT,9649629
2024-05-29T22:05:34.353419,ILVUSDT,50106.2
2024-05-29T22:05:34.353419,IMXUSDT,4903006
2024-05-29T22:05:34.353419,INJUSDT,1612003.8
2024-05-29T22:05:34.353419,IOSTUSDT,433022939
2024-05-29T22:05:34.353419,IOTAUSDT,35853881.1
2024-05-29T22:05:34.353419,IOTXUSDT,108274090
2024-05-29T22:05:34.353419,JASMYUSDT,884686185
2024-05-29T22:05:34.353419,JOEUSDT,8457317
2024-05-29T22:05:34.353419,JTOUSDT,9322196
2024-05-29T22:05:34.353419,JUPUSDT,21636209
2024-05-29T22:05:34.353419,KASUSDT,66190174
2024-05-29T22:05:34.353419,KAVAUSDT,8802675.8
2024-05-29T22:05:34.353419,KEYUSDT,1141245364
2024-05-29T22:05:34.353419,KLAYUSDT,27136625.3
2024-05-29T22:05:34.353419,KNCUSDT,9312814
2024-05-29T22:05:34.353419,KSMUSDT,178421.6
2024-05-29T22:05:34.353419,LDOUSDT,23450899
2024-05-29T22:05:34.353419,LEVERUSDT,3074605641
2024-05-29T22:05:34.353419,LINAUSDT,1013022565
2024-05-29T22:05:34.353419,LINKUSDC,69368.47
2024-05-29T22:05:34.353419,LINKUSDT,4600289.22
2024-05-29T22:05:34.353419,LITUSDT,3585096.8
2024-05-29T22:05:34.353419,LOOMUSDT,75225412
2024-05-29T22:05:34.353419,LPTUSDT,560304.6
2024-05-29T22:05:34.353419,LQTYUSDT,4785070.9
2024-05-29T22:05:34.353419,LRCUSDT,24342354
2024-05-29T22:05:34.353419,LSKUSDT,2982876
2024-05-29T22:05:34.353419,LTCUSDC,9398.970
2024-05-29T22:05:34.353419,LTCUSDT,1022880.121
2024-05-29T22:05:34.353419,LUNA2USDT,12616101
2024-05-29T22:05:34.353419,MAGICUSDT,7571345.5
2024-05-29T22:05:34.353419,MANAUSDT,23001464
2024-05-29T22:05:34.353419,MANTAUSDT,12198660.1
2024-05-29T22:05:34.353419,MASKUSDT,3496818
2024-05-29T22:05:34.353419,MATICUSDC,1994997
2024-05-29T22:05:34.353419,MATICUSDT,100119241
2024-05-29T22:05:34.353419,MAVIAUSDT,2101750.3
2024-05-29T22:05:34.353419,MAVUSDT,10083732
2024-05-29T22:05:34.353419,MEMEUSDT,591807179
2024-05-29T22:05:34.353419,METISUSDT,65730.56
2024-05-29T22:05:34.353419,MINAUSDT,14606986
2024-05-29T22:05:34.353419,MKRUSDT,17634.092
2024-05-29T22:05:34.353419,MOVRUSDT,220585.67
2024-05-29T22:05:34.353419,MTLUSDT,3703858
2024-05-29T22:05:34.353419,MYROUSDT,57590927
2024-05-29T22:05:34.353419,NEARUSDC,191973
2024-05-29T22:05:34.353419,NEARUSDT,13723480
2024-05-29T22:05:34.353419,NEOUSDC,26229.12
2024-05-29T22:05:34.353419,NEOUSDT,947563.60
2024-05-29T22:05:34.353419,NFPUSDT,22712703.3
2024-05-29T22:05:34.353419,NKNUSDT,32362865
